sl_no,date,source_of_leads,department,alloted_person,contact_no,customer_name,customer_business_name,business_type,latitude,longitude,city,work_requirement,year,month,phone_valid,is_duplicate_lead,stage_clean_norm,final_lead_stage,Revenue
136,2023-10-24,Referral,Residential,Divya N,9851821898,Meera Hassan,Shyamala Constructions,Individual,11.083006750205564,76.05318545427498,Malappuram,Modern Kitchen,2023,10,True,False,Won,Won,1800652
137,2023-10-26,Google Ads,Modular Kitchen,Anjali D,9818792980,Smitha Warrier,Fathima Interiors,Builder,9.545757895984659,76.5318050115761,Kottayam,Modular Wardrobe,2023,10,True,False,Follow-up,Won,1673162
138,2023-10-28,Website,Residential,Suresh L,9665404587,Suma Varma,Rekha LLP,Individual,11.874312994354804,75.41997344520513,Kannur,False Ceiling,2023,10,True,False,Design Phase,Quotation Sent,0
139,2023-10-30,Walk-in,Residential,Arun K,9101543812,Priya Das,Vijay LLP,Corporate,10.805631041210269,76.64832622796565,Palakkad,Commercial Space,2023,10,True,False,Lost,Lost,0
140,2023-11-02,Facebook,Commercial,Divya N,9333606486,Santhosh Menon,Nisha Enterprises,Architect Referral,10.502831192706969,76.25646914007785,Thrissur,False Ceiling,2023,11,True,False,Quotation Sent,Site Visit,79835
141,2023-11-04,WhatsApp,Residential,Suresh L,9919840424,Rajan Patel,Kavitha Group,Architect Referral,11.031777090529316,76.05560168399246,Malappuram,Bathroom Renovation,2023,11,True,False,Site Visit,Quotation Sent,0
142,2023-11-06,JustDial,Residential,Sneha B,9719577914,Asif Khan,Divya Properties,Small Business,9.50946379029894,76.2942732706925,Alappuzha,Office Cabin,2023,11,True,False,Won,Lost,0
143,2023-11-08,Facebook,Modular Kitchen,Priya M,9946691838,Asif Krishnan,Lakshmi Developers,Architect Referral,9.631393529344374,76.49262421063685,Kottayam,Pooja Room,2023,11,True,False,Won,Won,1352970
144,2023-11-10,YouTube,Residential,Sneha B,9738399464,Thomas Khan,Santhosh Constructions,Architect Referral,9.52909244203029,76.33066951433277,Alappuzha,Commercial Space,2023,11,True,False,Won,Follow-up,329055
145,2023-11-12,Google Ads,Office Interiors,Arun K,9399791541,Asif Khan,,Architect Referral,11.267113021909958,75.75236349285946,Kozhikode,Full Home Interior,2023,11,True,False,Site Visit,Quotation Sent,113088
146,2023-11-15,Facebook,Residential,Rahul S,9208612041,Deepa Kumar,,Corporate,11.281822171775726,75.73042270382183,Kozhikode,Bathroom Renovation,2023,11,True,False,Won,Site Visit,0
147,2023-11-17,Google Ads,Residential,Anjali D,9334881941,Deepa Kumar,,Architect Referral,9.57808224702078,76.56370015377475,Kottayam,Office Cabin,2023,11,True,False,Lost,Won,1863948
148,2023-11-19,JustDial,Modular Kitchen,Suresh L,9770902098,Suma Pillai,Suresh Developers,Architect Referral,9.605696552809876,76.55658794112308,Kottayam,Full Home Interior,2023,11,True,False,Follow-up,Negotiation,0
149,2023-11-21,Website,Residential,Anjali D,9683859263,Mohammed Sharma,Mohammed LLP,Architect Referral,10.524218159112756,76.23862922314869,Thrissur,Office Cabin,2023,11,True,False,Site Visit,Follow-up,0
150,2023-11-23,Google Ads,Residential,Vijay R,9358808646,Babu Krishnan,Babu Enterprises,Individual,9.560593613645755,76.4889814595646,Kottayam,Pooja Room,2023,11,True,True,Won,Quotation Sent,0
151,2023-11-26,Instagram,Commercial,Divya N,9526499331,Abdul Varma,,Corporate,8.544273827387727,76.898636357621,Thiruvananthapuram,Full Home Interior,2023,11,True,False,Lost,Won,267767
152,2023-11-28,Referral,Residential,Rahul S,9803633600,Nisha Iyer,,Small Business,9.503746463734883,76.29556047494725,Alappuzha,Bedroom Design,2023,11,True,True,Follow-up,Follow-up,71394
153,2023-11-30,Google Ads,Office Interiors,Vijay R,9870328206,Babu Das,Thankam Associates,Individual,10.77256215819536,76.67720291887728,Palakkad,Traditional Living Room,2023,11,True,False,Follow-up,Quotation Sent,0
154,2023-12-02,JustDial,Residential,Meera T,9976888679,Arun Varma,Babu Developers,Builder,8.934333919007864,76.65698079606878,Kollam,False Ceiling,2023,12,True,False,Site Visit,Lost,0
155,2023-12-04,WhatsApp,Office Interiors,Divya N,9981065931,Vijay Thomas,Lakshmi Interiors,Corporate,9.543693411782673,76.5152535820913,Kottayam,Bedroom Design,2023,12,True,False,Won,Follow-up,0
156,2023-12-07,Referral,Office Interiors,Sneha B,9281858709,Divya Joseph,Nisha Homes,Corporate,11.85607731512495,75.3323140671996,Kannur,Commercial Space,2023,12,True,False,Site Visit,Won,1678782
157,2023-12-09,IndiaMART,Commercial,Priya M,9981206997,Priya Hassan,Vijay Interiors,Builder,11.214488139777766,75.78163928207321,Kozhikode,Modular Wardrobe,2023,12,True,False,Negotiation,Won,1476360
158,2023-12-11,Instagram,Renovation,Suresh L,9442421233,Sreelatha George,,Builder,8.550752731622163,76.92148319074586,Thiruvananthapuram,Traditional Living Room,2023,12,True,False,Follow-up,Lost,0
159,2023-12-13,YouTube,Commercial,Arun K,9820526254,Sabu Namboothiri,Lakshmi Builders,Builder,11.07121074541138,76.05858249243501,Malappuram,Bedroom Design,2023,12,True,False,Negotiation,Design Phase,465910
160,2023-12-15,Website,Renovation,Arun K,9971496400,Divya Abraham,Lakshmi Enterprises,Small Business,8.876335221873632,76.62623306241557,Kollam,Bathroom Renovation,2023,12,True,False,Lost,Lost,0
161,2023-12-18,Website,Residential,Sneha B,9475238748,Anoop Abraham,Abdul Properties,Architect Referral,10.804266290220706,76.67667181132622,Palakkad,Office Cabin,2023,12,True,False,Won,Follow-up,376590
162,2023-12-20,Google Ads,Modular Kitchen,Ajith P,9953600685,Suma Patel,,Corporate,8.882793722619596,76.5751603598873,Kollam,Commercial Space,2023,12,True,False,Negotiation,Negotiation,104702
163,2023-12-22,JustDial,Commercial,Arun K,9828978061,Fathima Hassan,Mohammed Builders,Architect Referral,9.617225379142242,76.47575902308064,Kottayam,Bathroom Renovation,2023,12,True,False,Follow-up,Won,405752
164,2023-12-24,Instagram,Commercial,Suresh L,9360296113,Divya Kumar,Thomas Homes,Architect Referral,10.52301836627367,76.26383303026857,Thrissur,Traditional Living Room,2023,12,True,True,Negotiation,Follow-up,124310
165,2023-12-26,Google Ads,Modular Kitchen,Sneha B,9182226579,Arun Panicker,,Builder,11.250027972783167,75.75367283489156,Kozhikode,Office Cabin,2023,12,True,False,Lost,Site Visit,0
166,2023-12-29,Google Ads,Modular Kitchen,Rahul S,9896266929,Gopal Pillai,Fathima Constructions,Small Business,11.302272991548831,75.73578305249085,Kozhikode,Commercial Space,2023,12,True,False,Quotation Sent,Quotation Sent,44622
167,2023-12-31,Referral,Residential,Arun K,9224994671,Babu Warrier,Sreelatha Builders,Individual,11.02608790998907,76.0400875329096,Malappuram,Modular Wardrobe,2023,12,True,False,Follow-up,Negotiation,270440
168,2024-01-02,Referral,Residential,Anjali D,9207229088,Thomas Abraham,,Small Business,10.489644733999656,76.16829578463485,Thrissur,Traditional Living Room,2024,1,True,False,Won,Negotiation,405813
169,2024-01-04,Website,Modular Kitchen,Sneha B,9571146870,Suma Joseph,Rajan Group,Architect Referral,9.506554311325946,76.32798108946173,Alappuzha,Commercial Space,2024,1,True,False,Lost,Won,746314
170,2024-01-06,JustDial,Modular Kitchen,Suresh L,9836304186,Divya Joseph,,Small Business,9.978132181228418,76.29754017844513,Kochi,Bedroom Design,2024,1,True,False,Site Visit,Design Phase,79519
171,2024-01-09,Google Ads,Renovation,Anjali D,9957445418,Suma Menon,Thomas Developers,Builder,8.51188392137272,76.92072444497578,Thiruvananthapuram,Commercial Space,2024,1,True,False,Site Visit,Won,1010655
172,2024-01-11,Walk-in,Office Interiors,Divya N,9974365134,Rajan Joseph,Shyamala Builders,Individual,11.21500367636288,75.77481834068784,Kozhikode,Traditional Living Room,2024,1,True,False,Follow-up,Site Visit,0
173,2024-01-13,Google Ads,Renovation,Divya N,9478622731,Sabu Krishnan,,Builder,11.858430526730956,75.38795867735675,Kannur,Pooja Room,2024,1,True,False,Quotation Sent,Won,2191924
174,2024-01-15,WhatsApp,Modular Kitchen,Arun K,9979920423,Rajesh Pillai,Anoop Group,Individual,11.259393165431957,75.781289407007,Kozhikode,Bedroom Design,2024,1,True,False,Lost,Design Phase,0
175,2024-01-17,WhatsApp,Residential,Anjali D,9326821237,Thomas Joseph,Mohammed Associates,Architect Referral,8.859392300663222,76.65024456860212,Kollam,Bathroom Renovation,2024,1,True,False,Lost,Negotiation,0
176,2024-01-20,Referral,Residential,Priya M,9897577747,Asif Abraham,,Individual,11.27461022180565,75.81700356750457,Kozhikode,Traditional Living Room,2024,1,True,False,Quotation Sent,Site Visit,317015
177,2024-01-22,Website,Office Interiors,Divya N,9788109733,Smitha George,Kavitha Developers,Individual,11.308574938901021,75.73139106954912,Kozhikode,Pooja Room,2024,1,True,False,Quotation Sent,Won,1911380
178,2024-01-24,Facebook,Modular Kitchen,Priya M,9254339970,Nisha Das,Manoj LLP,Individual,9.926373947598146,76.29510463064832,Kochi,Modern Kitchen,2024,1,True,False,Negotiation,Lost,0
179,2024-01-26,Referral,Residential,Rahul S,9697138587,Mohammed Krishnan,,Small Business,9.916672855673022,76.26337336002418,Kochi,Modular Wardrobe,2024,1,True,False,Quotation Sent,Negotiation,0
180,2024-01-28,WhatsApp,Commercial,Sneha B,9974176601,Thomas Varma,,Small Business,10.776770416683446,76.70368405413036,Palakkad,Pooja Room,2024,1,True,False,Won,Site Visit,0
181,2024-01-30,Instagram,Renovation,Vijay R,9752350557,Smitha Iyer,Meera Group,Architect Referral,9.45961461783952,76.33712320758755,Alappuzha,Modern Kitchen,2024,1,True,False,Quotation Sent,Won,1708069
182,2024-02-02,Instagram,Commercial,Suresh L,9665284876,Rajesh Hassan,Shyamala Developers,Individual,11.912827360142622,75.41908959453883,Kannur,False Ceiling,2024,2,True,True,Lost,Design Phase,412993
183,2024-02-04,Referral,Commercial,Sneha B,9760097996,Rajesh Thomas,Arun Group,Corporate,11.250282565552135,75.80585693612058,Kozhikode,Office Cabin,2024,2,True,True,Won,Quotation Sent,0
184,2024-02-06,WhatsApp,Commercial,Suresh L,9462923841,Anoop Hassan,,Architect Referral,11.247527441142484,75.75526048846133,Kozhikode,Pooja Room,2024,2,True,False,Won,Won,70968
185,2024-02-08,Facebook,Residential,Anjali D,9411845668,Rajan Warrier,,Individual,8.540069027293049,76.9404394979287,Thiruvananthapuram,Full Home Interior,2024,2,True,True,Lost,Quotation Sent,457185
186,2024-02-10,Google Ads,Commercial,Rahul S,9459883696,Anoop Kumar,,Individual,9.925403342093112,76.31651356394786,Kochi,Modular Wardrobe,2024,2,True,False,Lost,Follow-up,0
187,2024-02-13,Website,Commercial,Meera T,9216017893,Meera Pillai,Suresh Associates,Small Business,11.889323346880785,75.4061530607752,Kannur,Pooja Room,2024,2,True,False,Lost,Follow-up,444010
188,2024-02-15,WhatsApp,Residential,Arun K,9712366145,Vijay George,Suma Developers,Architect Referral,11.007144629013078,76.03083668937913,Malappuram,Modern Kitchen,2024,2,False,False,Won,Lost,0
189,2024-02-17,Google Ads,Office Interiors,Suresh L,9835760163,Nisha Abraham,Thomas Enterprises,Individual,10.818072334372223,76.675437199681,Palakkad,Full Home Interior,2024,2,True,False,Lost,Follow-up,0
190,2024-02-19,Facebook,Commercial,Suresh L,9437403317,Lakshmi Abraham,,Individual,9.54215039528794,76.32335795858708,Alappuzha,Modular Wardrobe,2024,2,True,False,Follow-up,Site Visit,430919
191,2024-02-21,Google Ads,Office Interiors,Anjali D,9457301785,Rekha Menon,,Architect Referral,10.542476538615938,76.16509822618804,Thrissur,Full Home Interior,2024,2,True,False,Lost,Lost,0
192,2024-02-24,Facebook,Office Interiors,Priya M,9498745543,Thomas Panicker,,Corporate,9.543556592885881,76.3291480969027,Alappuzha,Bedroom Design,2024,2,True,False,Lost,Negotiation,0
193,2024-02-26,Instagram,Residential,Sneha B,9507628651,Deepa Hassan,,Architect Referral,8.858343231436997,76.5875754421725,Kollam,Modern Kitchen,2024,2,True,False,Site Visit,Negotiation,459732
194,2024-02-28,Walk-in,Modular Kitchen,Meera T,9550647975,Kavitha Krishnan,Shyamala LLP,Architect Referral,11.256541618948036,75.81228692705204,Kozhikode,Commercial Space,2024,2,True,False,Quotation Sent,Negotiation,0
195,2024-03-01,Website,Commercial,Ajith P,9504082474,Meera Namboothiri,,Corporate,10.796880673394545,76.63853306088457,Palakkad,Bedroom Design,2024,3,True,False,Site Visit,Won,796470
196,2024-03-03,Website,Office Interiors,Arun K,9323292565,Suresh Das,,Architect Referral,8.901373664742119,76.64685236939538,Kollam,Modular Wardrobe,2024,3,True,False,Lost,Quotation Sent,370029
197,2024-03-06,Instagram,Residential,Vijay R,9970333075,Shyamala Menon,Santhosh Associates,Individual,11.864646177908904,75.32045979388349,Kannur,Modular Wardrobe,2024,3,True,False,Site Visit,Lost,0
198,2024-03-08,WhatsApp,Modular Kitchen,Ajith P,9236338439,Sabu George,,Architect Referral,10.511408440936625,76.1951819150026,Thrissur,Traditional Living Room,2024,3,True,True,Won,Won,1199164
199,2024-03-10,Referral,Modular Kitchen,Sneha B,9385733916,Anjali Varma,Kavitha LLP,Corporate,9.893882402255043,76.24141652143078,Kochi,Modern Kitchen,2024,3,True,False,Won,Won,1622762
200,2024-03-12,YouTube,Residential,Arun K,9844468775,Anoop Nair,Nisha Developers,Builder,10.775874245056228,76.62815673610686,Palakkad,False Ceiling,2024,3,True,True,Lost,Follow-up,355653
201,2024-03-14,Website,Residential,Suresh L,9463205533,Santhosh Das,Thankam Builders,Architect Referral,10.752966081510548,76.61161866197654,Palakkad,False Ceiling,2024,3,True,False,Site Visit,Quotation Sent,0
202,2024-03-17,Google Ads,Modular Kitchen,Vijay R,9811556816,Anjali Khan,,Small Business,11.282236567649223,75.74911242704106,Kozhikode,Modular Wardrobe,2024,3,True,True,Won,Lost,0
203,2024-03-19,Website,Modular Kitchen,Priya M,9558904191,Lakshmi Patel,Rajesh Developers,Individual,9.562483093549458,76.52775495698856,Kottayam,False Ceiling,2024,3,True,False,Won,Site Visit,0
204,2024-03-21,Facebook,Residential,Meera T,9599566931,Thankam Namboothiri,Nisha Constructions,Individual,10.742556530528454,76.63393610728377,Palakkad,Office Cabin,2024,3,False,False,Won,Won,1361414
205,2024-03-23,Website,Modular Kitchen,Priya M,9662524787,Manoj Pillai,Shyamala Constructions,Small Business,8.529336613781725,76.92833947823291,Thiruvananthapuram,Traditional Living Room,2024,3,True,False,Quotation Sent,Follow-up,0
206,2024-03-25,Google Ads,Commercial,Rahul S,9670864783,Abdul Panicker,,Small Business,10.53712297327194,76.20208668803471,Thrissur,Modular Wardrobe,2024,3,True,False,Negotiation,Design Phase,467301
207,2024-03-28,Google Ads,Modular Kitchen,Anjali D,9918963373,Suresh Kumar,,Architect Referral,10.56479130612805,76.25199049249998,Thrissur,False Ceiling,2024,3,True,False,Lost,Site Visit,0
208,2024-03-30,WhatsApp,Residential,Arun K,9783094845,Suma Das,Meera Constructions,Small Business,8.531798161241769,76.97712989990104,Thiruvananthapuram,Modern Kitchen,2024,3,True,False,Follow-up,Won,580992
209,2024-04-01,Facebook,Office Interiors,Priya M,9515651562,Priya Warrier,,Builder,11.035548085372344,76.0703956971656,Malappuram,Pooja Room,2024,4,True,False,Follow-up,Follow-up,50136
210,2024-04-03,WhatsApp,Residential,Ajith P,9106767567,Smitha Patel,,Corporate,8.554401188152633,76.91961559503156,Thiruvananthapuram,Commercial Space,2024,4,True,False,Negotiation,Won,97361
211,2024-04-05,Facebook,Commercial,Anjali D,9585317676,Lakshmi Abraham,Babu Enterprises,Small Business,8.528127889318743,76.89728007040023,Thiruvananthapuram,Bedroom Design,2024,4,True,False,Won,Lost,0
212,2024-04-08,Website,Residential,Priya M,9684516846,Anjali Hassan,Rekha Builders,Small Business,10.485528028463118,76.2597402879382,Thrissur,Bedroom Design,2024,4,True,False,Quotation Sent,Site Visit,330991
213,2024-04-10,Website,Residential,Divya N,9887927991,Thankam Das,Manoj LLP,Builder,9.504685056031326,76.29482269449004,Alappuzha,Office Cabin,2024,4,True,False,Lost,Site Visit,0
214,2024-04-12,Referral,Commercial,Rahul S,9944620719,Abdul Menon,Thankam Builders,Individual,10.568401854542167,76.19416502775682,Thrissur,Full Home Interior,2024,4,True,True,Negotiation,Won,64677
215,2024-04-14,Facebook,Residential,Sneha B,9638765466,Thomas Patel,,Individual,9.581231262549823,76.502006620117,Kottayam,Modern Kitchen,2024,4,True,False,Won,Design Phase,0
216,2024-04-16,Facebook,Office Interiors,Meera T,9315063766,Deepa Krishnan,Thomas Developers,Architect Referral,11.238432580189981,75.76244012861402,Kozhikode,Full Home Interior,2024,4,True,False,Lost,Follow-up,0
217,2024-04-18,Google Ads,Residential,Rahul S,9256850263,Rajan Thomas,Sabu Developers,Builder,8.857546945701802,76.58052868432723,Kollam,Traditional Living Room,2024,4,True,False,Lost,Lost,0
218,2024-04-21,Facebook,Commercial,Anjali D,9678030847,Suresh Das,Lakshmi Homes,Corporate,9.463244552193537,76.36711614309237,Alappuzha,Commercial Space,2024,4,True,False,Follow-up,Follow-up,0
219,2024-04-23,Website,Residential,Divya N,9326088446,Divya Kumar,Fathima Associates,Corporate,9.924477148434182,76.2295497861966,Kochi,Traditional Living Room,2024,4,True,False,Won,Negotiation,153115
220,2024-04-25,IndiaMART,Residential,Arun K,9637818184,Abdul Warrier,Vijay LLP,Builder,8.902767982416153,76.6275906659153,Kollam,Modular Wardrobe,2024,4,True,False,Site Visit,Follow-up,0
221,2024-04-27,JustDial,Residential,Ajith P,9961368498,Arun Warrier,,Corporate,11.21686154051696,75.74278460267058,Kozhikode,Modern Kitchen,2024,4,True,False,Won,Follow-up,0
222,2024-04-29,Walk-in,Commercial,Meera T,9228960723,Gopal Thomas,,Individual,9.635556858902516,76.4792535637593,Kottayam,Modular Wardrobe,2024,4,True,False,Negotiation,Follow-up,0
223,2024-05-02,Walk-in,Commercial,Meera T,9732931561,Thomas Nair,Vijay Homes,Corporate,9.617113361744519,76.56314295036859,Kottayam,Bathroom Renovation,2024,5,True,False,Site Visit,Won,1459277
224,2024-05-04,Website,Commercial,Rahul S,9921248464,Divya Joseph,Fathima Group,Corporate,9.939862391828367,76.23631287663187,Kochi,False Ceiling,2024,5,True,False,Follow-up,Site Visit,0
225,2024-05-06,Facebook,Commercial,Anjali D,9626694126,Anjali Varma,,Builder,9.5309438670939,76.37092501545598,Alappuzha,Bedroom Design,2024,5,True,False,Site Visit,Follow-up,0
226,2024-05-08,JustDial,Modular Kitchen,Arun K,9542551518,Thankam Patel,,Builder,11.009018675681212,76.07556308711071,Malappuram,Pooja Room,2024,5,True,False,Negotiation,Won,2343316
227,2024-05-10,Website,Residential,Suresh L,9611064888,Lakshmi George,,Corporate,8.521783887773314,76.89438565196087,Thiruvananthapuram,Modular Wardrobe,2024,5,True,False,Lost,Site Visit,0
228,2024-05-13,Referral,Commercial,Divya N,9919365070,Asif Pillai,Anjali Interiors,Small Business,9.511109312686168,76.38434481914382,Alappuzha,Full Home Interior,2024,5,False,False,Site Visit,Design Phase,0
229,2024-05-15,Google Ads,Renovation,Suresh L,9518277982,Arun Das,Anjali Builders,Builder,11.08386529061183,76.0457961166992,Malappuram,Bathroom Renovation,2024,5,True,False,Lost,Design Phase,0
230,2024-05-17,Instagram,Commercial,Ajith P,9211289204,Nisha Iyer,Vijay Constructions,Architect Referral,9.619946956004927,76.55816453453527,Kottayam,Bedroom Design,2024,5,True,False,Follow-up,Lost,0
231,2024-05-19,Instagram,Modular Kitchen,Arun K,9367980509,Suresh Iyer,Asif Homes,Architect Referral,10.50530692497134,76.18128100057845,Thrissur,Modular Wardrobe,2024,5,True,False,Site Visit,Won,891618
232,2024-05-21,WhatsApp,Residential,Arun K,9649484909,Kavitha Menon,,Individual,11.30288801695592,75.81579428821419,Kozhikode,Bathroom Renovation,2024,5,True,False,Lost,Follow-up,0
233,2024-05-24,Referral,Office Interiors,Divya N,9466270739,Rajan Panicker,Anoop Associates,Corporate,9.893634584143088,76.21862288129053,Kochi,Bathroom Renovation,2024,5,True,False,Lost,Won,1846929
234,2024-05-26,Instagram,Office Interiors,Vijay R,9518789755,Priya Warrier,,Small Business,11.296313361862117,75.78157804565694,Kozhikode,Modern Kitchen,2024,5,True,False,Follow-up,Design Phase,395289
235,2024-05-28,YouTube,Commercial,Suresh L,9387833830,Arun Varma,Rajesh Associates,Individual,11.921594024960461,75.39734425794217,Kannur,Traditional Living Room,2024,5,True,False,Site Visit,Won,584820
236,2024-05-30,Google Ads,Renovation,Priya M,9896259636,Vijay Hassan,Babu Group,Corporate,11.842215352322262,75.41387955174928,Kannur,Bathroom Renovation,2024,5,True,False,Design Phase,Won,2357278
237,2024-06-01,Instagram,Residential,Meera T,9726900235,Vijay Patel,Gopal Properties,Builder,9.52030660642038,76.37972021362066,Alappuzha,Office Cabin,2024,6,True,False,Follow-up,Lost,0
238,2024-06-04,Google Ads,Residential,Vijay R,9387650736,Thomas Das,,Architect Referral,9.5456285518778,76.55416248695477,Kottayam,Traditional Living Room,2024,6,True,False,Negotiation,Lost,0
239,2024-06-06,Walk-in,Office Interiors,Priya M,9827174928,Manoj Pillai,,Small Business,9.582142282513916,76.56101913496613,Kottayam,Bedroom Design,2024,6,True,True,Quotation Sent,Site Visit,0
240,2024-06-08,JustDial,Office Interiors,Anjali D,9540437823,Thankam Hassan,Sreelatha LLP,Architect Referral,8.525728329919769,76.9065219685837,Thiruvananthapuram,Bedroom Design,2024,6,True,False,Won,Lost,0
241,2024-06-10,Facebook,Residential,Divya N,9709426217,Suresh Thomas,Vijay Properties,Builder,8.532164522590964,76.91501842957118,Thiruvananthapuram,Bedroom Design,2024,6,False,False,Won,Won,153021
242,2024-06-12,WhatsApp,Residential,Anjali D,9907304541,Nisha Joseph,Deepa Builders,Corporate,8.567693724824856,76.9154968524921,Thiruvananthapuram,Bedroom Design,2024,6,True,False,Negotiation,Won,2061562
243,2024-06-15,Facebook,Residential,Meera T,9340739228,Santhosh Patel,Santhosh LLP,Builder,10.54482506872942,76.20210539310017,Thrissur,Office Cabin,2024,6,False,False,Quotation Sent,Follow-up,10209
244,2024-06-17,JustDial,Residential,Sneha B,9465516690,Vijay Menon,,Builder,8.891327795121924,76.60343206703851,Kollam,Modular Wardrobe,2024,6,True,False,Quotation Sent,Won,1303790
245,2024-06-19,Walk-in,Office Interiors,Priya M,9322810605,Kavitha Pillai,,Architect Referral,10.81766750362659,76.65925553246547,Palakkad,Commercial Space,2024,6,True,False,Lost,Negotiation,0
246,2024-06-21,WhatsApp,Commercial,Vijay R,9682387210,Mohammed Nair,Thomas Interiors,Small Business,8.938253282095442,76.58008797633664,Kollam,Bathroom Renovation,2024,6,True,False,Won,Follow-up,0
247,2024-06-23,Google Ads,Residential,Priya M,9269262177,Deepa Panicker,Fathima Constructions,Builder,11.21100661486823,75.7995246663786,Kozhikode,Bedroom Design,2024,6,True,False,Lost,Negotiation,0
248,2024-06-26,IndiaMART,Commercial,Priya M,9405092529,Asif Namboothiri,Nisha Associates,Architect Referral,8.941452127225604,76.58085665393044,Kollam,Traditional Living Room,2024,6,True,False,Won,Design Phase,0
249,2024-06-28,Walk-in,Residential,Divya N,9813901126,Suresh Joseph,,Small Business,10.486213213906368,76.19543084821045,Thrissur,Traditional Living Room,2024,6,True,False,Lost,Quotation Sent,0
250,2024-06-30,Facebook,Residential,Anjali D,9822061881,Smitha Pillai,,Corporate,11.290238677926878,75.78073451306062,Kozhikode,Bathroom Renovation,2024,6,True,False,Site Visit,Design Phase,0
251,2024-07-02,WhatsApp,Modular Kitchen,Suresh L,9337178929,Santhosh Varma,Smitha Group,Corporate,8.871233475255142,76.64374405615234,Kollam,Modular Wardrobe,2024,7,True,False,Won,Won,57399
252,2024-07-04,Facebook,Renovation,Sneha B,9179723877,Suresh Krishnan,Abdul Interiors,Individual,10.490817965775387,76.23834692332387,Thrissur,Pooja Room,2024,7,True,False,Quotation Sent,Won,1612818
253,2024-07-06,JustDial,Office Interiors,Divya N,9926280663,Sabu Joseph,Rekha Properties,Architect Referral,10.780685563971383,76.66935343564104,Palakkad,Pooja Room,2024,7,True,False,Lost,Lost,0
254,2024-07-09,Google Ads,Residential,Ajith P,9533697673,Divya Kumar,,Small Business,8.907595657944762,76.579677326058,Kollam,Commercial Space,2024,7,True,False,Follow-up,Quotation Sent,136812
255,2024-07-11,Website,Office Interiors,Divya N,9421354655,Anoop George,Fathima Associates,Builder,10.515695184502347,76.21910453456155,Thrissur,Modular Wardrobe,2024,7,True,False,Won,Design Phase,108662
256,2024-07-13,Referral,Office Interiors,Meera T,9819368755,Meera Sharma,,Corporate,8.47955654082827,76.89534465018,Thiruvananthapuram,Bathroom Renovation,2024,7,True,False,Lost,Quotation Sent,0
257,2024-07-15,Google Ads,Office Interiors,Sneha B,9909415438,Deepa Panicker,,Small Business,9.601546113965872,76.50993631767966,Kottayam,Pooja Room,2024,7,True,False,Won,Won,822592
258,2024-07-17,Facebook,Commercial,Arun K,9732543716,Rajesh Panicker,Mohammed Developers,Architect Referral,8.564340327611069,76.927951653029,Thiruvananthapuram,Pooja Room,2024,7,True,False,Design Phase,Design Phase,401995
259,2024-07-20,Google Ads,Commercial,Ajith P,9228339027,Sreelatha Krishnan,,Individual,9.579921536594725,76.47618114394457,Kottayam,Pooja Room,2024,7,False,False,Site Visit,Lost,0
260,2024-07-22,Instagram,Residential,Rahul S,9139911037,Babu Das,Nisha Builders,Corporate,9.902833277763083,76.244698809947,Kochi,Full Home Interior,2024,7,True,False,Follow-up,Won,1084023
261,2024-07-24,Facebook,Residential,Divya N,9813058296,Arun Abraham,,Small Business,9.925457734593282,76.31286494672665,Kochi,Office Cabin,2024,7,True,False,Won,Lost,0
262,2024-07-26,Referral,Residential,Priya M,9591479623,Arun Hassan,Anoop Constructions,Small Business,9.886036271104878,76.31266326078297,Kochi,Bathroom Renovation,2024,7,True,False,Design Phase,Won,846060
263,2024-07-28,Facebook,Residential,Suresh L,9914929191,Arun Abraham,Meera Constructions,Small Business,10.818748758448027,76.64003270542524,Palakkad,False Ceiling,2024,7,True,False,Lost,Follow-up,403545
264,2024-07-31,Facebook,Commercial,Arun K,9137392619,Manoj Menon,Rajesh Developers,Architect Referral,8.55673408109502,76.89091001089483,Thiruvananthapuram,Modern Kitchen,2024,7,True,False,Won,Lost,0
265,2024-08-02,Walk-in,Modular Kitchen,Divya N,9221841719,Sreelatha Panicker,Babu LLP,Architect Referral,9.600400046342962,76.49010949393282,Kottayam,Modern Kitchen,2024,8,True,False,Follow-up,Follow-up,0
266,2024-08-04,Google Ads,Commercial,Divya N,9768174230,Deepa Krishnan,Shyamala Interiors,Architect Referral,10.512910288893838,76.20362177934335,Thrissur,Modular Wardrobe,2024,8,True,False,Design Phase,Negotiation,0
267,2024-08-06,JustDial,Residential,Vijay R,9307417703,Rajesh Krishnan,,Builder,11.28877833644458,75.82517796979693,Kozhikode,Bathroom Renovation,2024,8,True,False,Won,Quotation Sent,0
268,2024-08-08,WhatsApp,Renovation,Vijay R,9990230666,Anjali Das,Kavitha Developers,Small Business,10.533068702478836,76.17851990635371,Thrissur,Bathroom Renovation,2024,8,True,False,Won,Negotiation,0
269,2024-08-11,Website,Renovation,Arun K,9427508077,Mohammed Kurup,Thomas Constructions,Corporate,11.291393230855002,75.80675158436682,Kozhikode,Modern Kitchen,2024,8,True,False,Design Phase,Lost,0
270,2024-08-13,Referral,Office Interiors,Anjali D,9660840895,Abdul Panicker,Santhosh Enterprises,Architect Referral,11.8876458792583,75.33126825393747,Kannur,Commercial Space,2024,8,True,False,Won,Site Visit,0
